id_contrato,idade,renda_mensal,tempo_emprego_anos,score_credito,dividas_ativas,possui_imovel,finalidade,valor_emprestimo,prazo_meses,inadimplente
101547,19,3349.71,3.0,820,0,nao,educacao,15800.0,60,0
101548,30,2918.66,11.6,725,1,nao,veiculo,29800.0,60,0
101549,47,6095.1,4.1,532,2,sim,negocio,34300.0,60,0
101550,45,5097.47,1.7,699,0,sim,veiculo,7700.0,36,0
101551,21,3405.07,0.9,749,2,nao,veiculo,26100.0,24,0
101552,31,4876.92,3.6,368,1,sim,pessoal,13000.0,36,1
101553,33,3692.21,1.3,520,1,nao,reforma,29300.0,24,1
101554,36,5141.05,5.3,687,1,nao,educacao,44500.0,24,1
101555,23,4554.66,3.9,390,1,nao,pessoal,35900.0,36,1
101556,32,3705.19,9.4,410,2,sim,veiculo,24700.0,60,0
101557,31,,7.5,605,1,nao,pessoal,13500.0,36,0
101558,49,9518.08,5.7,704,0,nao,veiculo,33100.0,36,0
101559,50,3186.16,2.6,710,0,sim,reforma,34600.0,36,0
101560,38,,15.7,846,2,nao,educacao,18600.0,24,0
101561,35,4412.34,11.4,651,0,nao,pessoal,12300.0,12,0
101562,42,2723.31,12.3,592,0,nao,pessoal,12400.0,48,0
101563,30,2118.76,0.9,470,1,nao,pessoal,14800.0,24,0
101564,26,2581.39,0.2,590,1,sim,negocio,17600.0,24,0
101565,29,2488.35,8.1,732,2,nao,veiculo,4500.0,36,0
101566,32,1519.33,2.5,738,1,nao,pessoal,10200.0,24,0
101567,26,2191.59,,674,1,nao,pessoal,11600.0,24,0
101568,42,4408.47,0.8,711,1,sim,pessoal,12500.0,36,0
101569,49,8229.65,7.5,806,2,sim,reforma,17600.0,60,0
101570,21,3969.15,5.0,650,0,nao,veiculo,32800.0,24,0
101571,40,1412.0,24.0,818,1,sim,reforma,12400.0,36,0
101572,37,,21.0,546,1,sim,pessoal,46000.0,36,0
101573,44,2863.2,13.5,630,1,sim,veiculo,4600.0,48,0
101574,40,4777.86,1.3,577,2,nao,reforma,14700.0,36,1
101575,23,2986.69,2.1,743,2,nao,pessoal,10800.0,48,0
101576,25,2782.88,0.5,508,1,nao,pessoal,24000.0,60,1
101577,40,3520.38,4.1,598,0,nao,pessoal,20000.0,24,0
101578,52,4093.2,10.7,398,3,sim,reforma,12500.0,60,0
101579,18,5865.23,0.3,717,0,nao,veiculo,22600.0,24,0
101580,44,3850.14,26.5,802,0,nao,veiculo,20700.0,60,0
101581,54,7528.58,0.9,758,0,sim,veiculo,41300.0,36,0
101582,38,6103.92,1.6,746,1,nao,pessoal,58600.0,36,0
101583,47,5798.85,6.8,749,1,sim,educacao,48600.0,36,0
101584,32,1412.0,,731,0,nao,educacao,10400.0,36,0
101585,39,6804.64,13.1,720,0,sim,pessoal,15100.0,24,0
101586,21,,5.0,728,1,nao,negocio,5200.0,36,0
101587,18,4150.67,0.3,555,0,nao,veiculo,8000.0,36,0
101588,51,2427.27,12.5,614,1,nao,veiculo,11000.0,24,0
101589,28,1677.98,8.7,649,1,nao,veiculo,4400.0,24,0
101590,35,10420.44,6.1,596,1,nao,educacao,52100.0,24,0
101591,23,1778.2,,436,0,nao,pessoal,9700.0,60,0
101592,23,5653.64,7.0,479,0,nao,pessoal,22900.0,24,1
101593,38,3884.97,,670,2,nao,negocio,23400.0,36,0
101594,31,2655.68,,758,1,sim,negocio,6400.0,60,0
101595,45,3838.19,11.6,641,1,sim,educacao,5600.0,12,0
101596,45,1923.32,9.7,999,2,sim,pessoal,4500.0,24,0
101597,44,3862.67,8.3,520,1,nao,veiculo,22800.0,60,0
101598,43,2122.44,6.2,698,0,sim,veiculo,22800.0,48,0
101599,59,3333.98,3.3,808,0,sim,pessoal,28900.0,24,1
101600,27,5286.56,,779,0,nao,pessoal,16700.0,12,0
101601,39,4234.48,3.7,725,0,nao,negocio,26900.0,36,1
101602,54,1833.94,8.6,779,1,sim,pessoal,2900.0,48,0
101603,55,6619.24,9.9,647,1,sim,pessoal,59900.0,36,0
101604,23,2998.27,2.9,856,0,nao,pessoal,14700.0,60,0
101605,36,2639.09,5.5,807,0,nao,veiculo,15200.0,24,0
101606,56,6248.45,3.8,529,0,nao,educacao,7100.0,36,0
101607,46,3626.66,4.5,682,1,sim,pessoal,17200.0,12,0
101608,42,2005.69,0.9,439,0,sim,educacao,21800.0,36,1
101609,37,9941.06,16.4,838,2,nao,pessoal,42700.0,60,0
101610,35,3480.75,8.0,669,2,nao,veiculo,11900.0,24,0
101611,43,3681.47,,815,2,nao,pessoal,11400.0,36,0
101612,37,2879.37,3.6,626,0,nao,veiculo,6700.0,24,0
101613,39,7045.84,5.4,399,1,sim,negocio,26800.0,24,1
101614,41,2821.67,4.9,983,3,nao,reforma,4900.0,12,0
101615,32,1448.46,14.4,657,3,nao,pessoal,6800.0,36,0
101616,46,2737.39,15.1,510,1,nao,negocio,19200.0,60,0
101617,75,8596.78,14.9,789,3,sim,reforma,24000.0,12,0
101618,19,4491.47,3.0,905,0,nao,veiculo,20400.0,24,0
101619,44,3382.67,5.1,614,0,sim,negocio,11700.0,24,0
101620,31,7121.06,2.1,627,0,nao,educacao,32500.0,36,0
101621,47,6062.68,2.0,671,3,sim,reforma,37800.0,24,0
101622,41,3252.39,10.4,496,3,nao,pessoal,15000.0,60,1
101623,49,3744.26,1.7,550,1,nao,pessoal,22600.0,48,1
101624,54,4966.85,4.5,872,0,nao,negocio,24500.0,36,0
101625,42,2409.85,3.9,623,2,nao,reforma,14600.0,12,1
101626,54,4154.28,16.6,531,3,sim,educacao,18100.0,36,0
101627,18,3317.8,2.0,581,0,nao,educacao,14600.0,60,0
101628,59,1638.58,,779,2,sim,negocio,8900.0,36,0
101629,45,3544.97,,383,0,nao,veiculo,12200.0,48,0
101630,53,3507.77,4.9,673,0,sim,veiculo,16600.0,48,0
101631,25,5446.11,4.9,960,0,nao,pessoal,11500.0,60,0
101632,30,1412.0,,904,1,nao,pessoal,1700.0,24,0
101633,42,3087.23,3.8,715,0,sim,veiculo,11800.0,60,0
101634,40,2857.17,6.9,811,2,sim,veiculo,6400.0,24,0
101635,43,,3.0,810,0,nao,pessoal,74900.0,36,1
101636,53,4045.93,0.6,624,2,sim,reforma,9000.0,36,0
101637,19,7632.08,3.0,760,0,nao,veiculo,43500.0,36,0
101638,52,5964.82,1.4,873,1,nao,veiculo,14000.0,12,0
101639,40,2971.82,,476,2,nao,veiculo,10500.0,36,0
101640,38,4152.85,1.4,715,2,nao,pessoal,7600.0,24,0
101641,22,2442.81,6.0,687,0,nao,reforma,4200.0,36,1
101642,46,6378.57,30.0,653,2,sim,veiculo,27200.0,12,0
101643,18,1412.0,2.0,642,2,nao,veiculo,4000.0,36,0
101644,48,2580.93,6.9,670,0,sim,veiculo,14500.0,24,0
101645,22,3813.39,1.2,681,0,nao,pessoal,29000.0,12,0
101646,41,7390.38,19.5,785,2,sim,educacao,10200.0,36,0
101647,39,1412.0,1.6,702,0,nao,negocio,9500.0,24,0
101648,54,8825.28,8.2,617,2,nao,pessoal,17400.0,36,0
101649,38,3369.99,3.2,531,1,sim,pessoal,9700.0,60,0
101650,32,1412.0,0.6,579,0,nao,educacao,2100.0,60,0
101651,34,,4.8,674,0,nao,reforma,2200.0,36,0
101652,55,1786.93,3.4,548,2,sim,pessoal,1900.0,36,0
101653,46,3933.14,0.0,763,4,nao,reforma,10800.0,36,0
101654,35,3388.92,4.2,696,1,nao,negocio,12300.0,24,1
101655,37,5096.93,7.2,789,1,nao,pessoal,14300.0,24,0
101656,21,2162.83,4.5,557,1,nao,reforma,2600.0,24,0
101657,45,2138.78,1.5,532,2,nao,educacao,2300.0,60,0
101658,19,2264.4,3.0,788,2,nao,pessoal,8000.0,12,0
101659,49,4178.53,3.6,657,2,sim,negocio,23500.0,24,0
101660,42,4323.34,3.7,614,1,sim,negocio,17600.0,24,1
101661,69,2684.84,9.5,731,0,sim,reforma,28800.0,12,0
101662,27,5217.65,2.8,726,2,nao,veiculo,17800.0,24,0
101663,39,2616.11,,477,1,nao,reforma,11100.0,36,0
101664,62,2568.49,4.3,820,1,sim,reforma,8900.0,36,0
101665,54,3075.13,3.2,587,0,sim,pessoal,6700.0,60,0
101666,32,6119.02,0.4,861,3,sim,pessoal,19400.0,48,0
101667,43,3578.83,2.9,467,1,nao,pessoal,20700.0,60,0
101668,40,2541.66,16.1,681,0,sim,veiculo,15100.0,36,0
101669,43,6407.26,12.5,616,0,nao,reforma,27800.0,24,0
101670,32,11009.42,16.0,383,1,nao,negocio,99600.0,60,1
101671,39,4132.08,,726,1,nao,veiculo,19000.0,36,0
101672,21,5767.56,5.0,390,0,nao,reforma,24600.0,48,1
101673,42,6732.5,3.2,602,1,sim,veiculo,58000.0,12,1
101674,45,2819.49,5.9,784,1,sim,veiculo,6400.0,36,0
101675,37,3651.09,15.1,571,0,nao,reforma,30100.0,24,0
101676,21,1445.18,5.0,523,0,nao,pessoal,2800.0,24,0
101677,52,,3.3,744,1,sim,pessoal,11000.0,48,0
101678,44,,7.1,608,2,sim,pessoal,3200.0,60,0
101679,31,2680.97,1.7,587,0,nao,negocio,10900.0,60,0
101680,37,2381.99,,806,1,nao,negocio,18500.0,60,0
101681,22,2534.47,2.1,488,2,nao,reforma,5100.0,60,0
101682,28,4315.05,5.9,580,0,nao,veiculo,12700.0,60,0
101683,34,3251.15,2.0,753,2,nao,reforma,10000.0,48,0
101684,55,1486.25,7.2,480,1,sim,veiculo,4600.0,48,1
101685,32,2247.62,10.6,871,2,nao,pessoal,4200.0,24,0
101686,48,1760.35,2.2,612,0,nao,pessoal,6300.0,60,0
101687,34,,10.5,754,1,nao,pessoal,35600.0,36,0
101688,43,5077.9,6.7,753,0,sim,negocio,13200.0,24,0
101689,38,4191.61,8.9,620,0,sim,reforma,16800.0,36,1
101690,50,2687.44,22.7,578,1,nao,reforma,10700.0,60,0
101691,34,3976.89,9.9,634,0,sim,educacao,11000.0,48,0
101692,21,2259.34,5.0,733,2,sim,reforma,9300.0,24,0
101693,23,1609.49,7.0,512,0,nao,reforma,4500.0,36,1
101694,34,5221.54,3.2,484,1,nao,educacao,23500.0,48,1
101695,25,4851.95,9.0,833,2,nao,pessoal,16300.0,48,0
101696,45,6629.63,5.5,544,2,sim,pessoal,10000.0,24,0
101697,34,2484.67,8.6,686,2,nao,veiculo,3000.0,48,0
101698,68,7927.29,42.1,614,0,sim,pessoal,7700.0,48,1
101699,19,,2.9,619,0,nao,reforma,5900.0,24,0
101700,42,5454.98,8.2,826,3,sim,educacao,31400.0,24,0
101701,26,2367.76,9.2,629,1,nao,educacao,5300.0,36,0
101702,34,3069.58,5.7,594,0,nao,pessoal,9300.0,48,0
101703,42,1412.0,7.9,605,0,sim,pessoal,3300.0,60,0
101704,18,2371.61,2.0,575,1,nao,negocio,5000.0,60,1
101705,43,4047.8,20.9,553,1,nao,negocio,53100.0,48,0
101706,63,3307.31,,575,0,nao,pessoal,7200.0,36,0
101707,35,9231.84,3.6,856,0,sim,negocio,14400.0,12,0
101708,43,2031.38,0.3,732,2,sim,negocio,4200.0,36,0
101709,52,3039.5,2.0,595,2,sim,pessoal,11100.0,36,0
101710,38,,5.1,768,0,nao,veiculo,5500.0,48,0
101711,33,,8.2,434,2,nao,negocio,10500.0,60,1
101712,18,4937.69,2.0,819,1,nao,reforma,11200.0,24,0
101713,48,9153.17,,808,3,sim,reforma,22500.0,24,0
101714,39,2504.33,0.2,931,1,sim,negocio,5700.0,36,0
101715,28,2163.5,,772,1,nao,negocio,7200.0,24,0
101716,42,2015.13,3.5,697,0,nao,pessoal,10800.0,24,0
101717,33,7035.84,2.9,808,3,nao,veiculo,40300.0,36,0
101718,34,6431.99,2.2,559,0,nao,negocio,52400.0,12,1
101719,47,3790.49,2.5,589,1,sim,pessoal,6000.0,24,0
101720,24,1416.15,,632,0,nao,pessoal,2700.0,60,0
101721,53,2019.8,7.9,818,4,nao,negocio,4100.0,36,0
101722,23,3306.16,2.6,529,0,nao,educacao,11500.0,12,0
101723,32,4583.1,7.0,515,0,nao,pessoal,8400.0,60,0
101724,63,1412.0,3.3,671,1,sim,pessoal,3300.0,24,0
101725,54,3472.73,6.8,733,1,sim,educacao,18300.0,24,0
101726,41,9171.27,8.5,549,2,sim,pessoal,61000.0,60,1
101727,29,,11.3,727,2,nao,pessoal,15400.0,48,0
101728,34,7877.67,18.0,818,2,nao,negocio,33400.0,24,0
101729,41,5381.62,9.7,796,2,sim,educacao,12700.0,36,0
101730,40,2051.24,13.7,686,1,sim,veiculo,7300.0,36,0
101731,39,3134.55,1.3,628,2,nao,reforma,21800.0,60,0
101732,40,3469.52,2.4,866,2,nao,veiculo,18100.0,36,0
101733,37,2130.8,0.6,642,4,nao,pessoal,12700.0,48,1
101734,23,1765.64,0.6,762,0,nao,negocio,10900.0,12,0
101735,34,7952.24,6.0,895,0,nao,veiculo,22900.0,24,0
101736,51,2420.84,1.1,749,1,sim,reforma,12400.0,12,0
101737,24,5523.09,,510,2,nao,veiculo,15400.0,36,1
101738,38,2863.14,6.9,479,1,nao,veiculo,14300.0,36,0
101739,30,3257.74,6.5,601,0,nao,pessoal,23800.0,24,0
101740,41,5129.6,0.4,732,1,sim,veiculo,45600.0,24,1
101741,35,2528.3,0.1,698,0,nao,reforma,12600.0,36,1
101742,58,5663.31,2.1,927,3,sim,educacao,25100.0,12,0
101743,46,1412.0,17.4,697,0,sim,educacao,11400.0,60,0
101744,24,3886.99,0.2,597,0,nao,pessoal,8100.0,60,0
101745,48,1412.0,0.6,493,0,sim,veiculo,11800.0,36,0
101746,31,2953.53,3.2,793,1,nao,veiculo,11200.0,60,0
101747,33,5487.07,1.4,639,1,sim,reforma,20900.0,36,0
101748,44,5480.44,1.8,444,1,nao,negocio,14600.0,36,1
101749,34,1699.96,3.5,643,0,nao,educacao,2900.0,36,0
101750,51,2177.87,21.4,511,0,sim,pessoal,18400.0,12,0
101751,31,2291.02,7.6,585,3,nao,reforma,10200.0,24,0
101752,33,,0.0,641,2,nao,pessoal,10700.0,36,0
101753,32,1412.0,3.0,522,4,sim,pessoal,6100.0,12,1
101754,33,3405.14,5.5,577,0,nao,pessoal,9700.0,60,0
101755,53,,2.0,543,0,sim,veiculo,6200.0,24,0
101756,48,3474.72,17.4,547,0,sim,veiculo,10900.0,36,0
101757,61,5532.21,7.2,509,0,sim,veiculo,8300.0,36,0
101758,67,4686.61,1.1,577,1,sim,reforma,18900.0,24,0
101759,28,2390.43,0.2,524,2,nao,pessoal,21700.0,24,1
101760,41,1412.0,2.8,716,0,sim,veiculo,3400.0,36,0
101761,26,3374.76,10.0,666,0,nao,pessoal,19000.0,12,0
101762,31,,5.5,795,2,nao,veiculo,4700.0,24,0
101763,32,2464.9,0.9,885,1,nao,veiculo,8500.0,12,0
101764,27,4136.17,11.0,728,2,nao,pessoal,8500.0,36,0
101765,27,6929.48,0.4,698,1,nao,veiculo,35200.0,60,0
101766,38,3564.6,4.7,736,1,nao,educacao,28000.0,60,0
101767,25,4196.29,5.4,701,2,nao,pessoal,16500.0,24,0
101768,50,1872.36,17.6,647,1,sim,educacao,9000.0,48,1
101769,29,3733.62,,636,1,sim,pessoal,18000.0,60,0
101770,74,4009.69,6.1,507,1,sim,educacao,12100.0,36,0
101771,35,6909.04,2.2,749,2,nao,pessoal,53000.0,60,0
101772,41,,5.0,636,1,sim,negocio,7200.0,48,1
101773,24,2672.18,0.3,828,0,nao,pessoal,3600.0,24,1
101774,60,7418.74,6.3,759,1,sim,negocio,14900.0,36,0
101775,53,3939.46,0.3,559,0,sim,pessoal,20000.0,60,0
101776,44,2115.01,3.3,802,0,nao,reforma,5900.0,24,0
101777,24,12418.6,1.2,307,2,nao,pessoal,46000.0,12,1
101778,43,2127.29,10.8,891,4,nao,pessoal,6500.0,24,0
101779,27,3066.9,1.2,466,0,nao,pessoal,12000.0,12,0
101780,58,5014.53,1.9,704,3,nao,pessoal,33800.0,12,1
101781,50,4801.13,5.1,696,1,sim,veiculo,42000.0,36,1
101782,41,3392.8,4.7,786,0,sim,veiculo,6600.0,48,0
101783,18,2529.45,2.0,597,2,nao,veiculo,15500.0,24,0
101784,28,2829.69,1.5,361,2,nao,reforma,11100.0,60,1
101785,48,2197.72,9.1,597,0,sim,pessoal,3700.0,60,0
101786,55,13521.51,10.0,612,0,sim,reforma,63700.0,36,0
101787,53,3671.74,3.3,374,1,sim,educacao,39000.0,60,1
101788,21,4063.11,5.0,646,1,nao,pessoal,9100.0,36,0
101789,44,3237.7,16.0,500,1,sim,educacao,9900.0,12,0
101790,52,3409.42,6.1,724,1,sim,pessoal,4600.0,12,0
101791,20,2244.95,4.0,608,1,nao,veiculo,7300.0,36,0
101792,40,1587.85,2.5,895,0,nao,educacao,6100.0,60,0
101793,43,3524.48,6.1,607,2,sim,reforma,40300.0,12,1
101794,36,2842.78,,696,1,nao,veiculo,5700.0,36,0
101795,18,5333.23,2.0,612,0,nao,veiculo,33300.0,60,0
101796,36,1841.26,1.0,429,3,nao,veiculo,7700.0,60,1
101797,36,2588.83,1.8,613,1,nao,veiculo,34600.0,60,0
101798,38,2220.74,2.3,738,2,sim,negocio,8600.0,12,0
101799,33,7583.33,,718,1,nao,educacao,25700.0,12,0
101800,35,2178.38,19.0,602,1,nao,pessoal,12700.0,24,1
101801,40,5073.66,,451,0,nao,veiculo,23800.0,24,0
101802,45,6707.63,13.2,724,0,nao,veiculo,41200.0,60,0
101803,36,3281.4,6.5,695,1,nao,reforma,16100.0,36,1
101804,35,1647.91,6.1,750,3,nao,pessoal,2400.0,60,0
101805,41,1778.43,8.1,604,1,nao,educacao,8500.0,36,0
101806,18,4492.86,2.0,421,1,nao,reforma,21200.0,36,1
101807,46,1987.64,1.6,709,0,sim,pessoal,4500.0,24,0
101808,40,4620.08,6.4,639,2,sim,pessoal,19200.0,36,0
101809,40,3965.73,5.3,821,2,nao,reforma,4600.0,48,1
101810,52,5099.2,14.6,644,0,sim,educacao,20800.0,48,0
101811,18,3629.12,2.0,634,2,nao,pessoal,19200.0,48,0
101812,18,1675.48,0.7,694,1,nao,pessoal,10400.0,60,0
101813,43,2251.36,14.7,562,1,nao,pessoal,12000.0,12,0
101814,40,5517.96,2.9,556,1,sim,veiculo,11300.0,24,1
101815,42,,9.7,627,5,nao,reforma,3900.0,48,1
101816,34,1412.0,,520,0,sim,pessoal,8700.0,36,1
101817,48,5800.81,3.8,610,1,sim,educacao,25900.0,12,1
101818,51,2343.67,3.3,892,0,sim,pessoal,11000.0,12,0
101819,46,5140.76,23.0,776,1,sim,educacao,49300.0,60,0
101820,37,7740.22,10.5,680,1,nao,negocio,10300.0,60,0
101821,18,2825.93,2.0,842,1,nao,pessoal,29200.0,24,0
101822,49,7093.27,2.4,533,0,sim,negocio,17700.0,36,0
101823,55,4509.79,3.9,964,1,sim,reforma,25900.0,12,0
101824,48,9720.81,3.0,580,0,sim,negocio,33800.0,12,0
101825,29,1818.81,13.0,900,3,nao,pessoal,5200.0,24,0
101826,48,4041.7,19.2,900,0,sim,negocio,5700.0,24,0
101827,50,,,412,3,sim,veiculo,14000.0,60,0
101828,59,3731.97,,831,2,sim,pessoal,17300.0,12,0
101829,29,6147.6,2.1,603,2,nao,negocio,26600.0,36,1
101830,37,2837.03,7.5,566,2,sim,negocio,17600.0,60,0
101831,49,12802.35,7.3,708,0,nao,pessoal,29600.0,12,1
101832,41,12100.2,4.4,509,1,nao,veiculo,66300.0,36,0
101833,27,3711.34,,705,0,nao,negocio,13500.0,24,0
101834,45,5331.26,12.3,518,2,nao,veiculo,27300.0,24,0
101835,47,7738.47,10.8,663,0,sim,veiculo,36900.0,24,0
101836,41,1960.22,3.4,814,0,sim,pessoal,5200.0,60,0
101837,43,1871.0,1.3,690,0,nao,veiculo,7600.0,36,0
101838,37,7180.78,2.6,593,0,nao,veiculo,33100.0,12,0
101839,58,4817.98,12.4,710,0,sim,reforma,27000.0,36,0
101840,29,2879.92,8.4,457,1,nao,veiculo,24900.0,60,0
101841,33,3451.05,2.2,531,1,sim,reforma,8300.0,48,0
101842,40,1412.0,6.8,584,1,nao,pessoal,2500.0,60,0
101843,51,3731.66,0.7,742,0,nao,educacao,28300.0,48,0
101844,22,1961.51,6.0,693,1,sim,pessoal,3200.0,24,0
101845,24,5056.81,2.9,710,1,nao,reforma,32900.0,12,0
101846,18,4839.86,2.0,636,1,nao,educacao,9800.0,36,0
101847,40,5113.95,7.0,538,0,sim,educacao,12300.0,36,1
101848,27,3950.15,0.9,833,0,nao,pessoal,13200.0,36,0
101849,35,1542.21,8.7,549,2,nao,educacao,2300.0,48,1
101850,48,5618.34,4.2,694,0,sim,pessoal,11000.0,24,0
101851,32,4789.42,16.0,625,2,nao,pessoal,6100.0,60,0
101852,43,7636.42,6.5,713,2,sim,educacao,39900.0,36,0
101853,36,11400.44,4.4,561,2,nao,pessoal,39600.0,48,1
101854,48,1600.43,2.0,777,0,sim,veiculo,5700.0,36,0
101855,46,3211.1,4.9,819,0,nao,negocio,10800.0,48,0
101856,32,2252.39,1.6,769,0,nao,pessoal,7800.0,60,0
101857,38,4002.27,6.5,660,3,nao,educacao,10500.0,24,1
101858,53,,9.2,583,1,sim,veiculo,25900.0,36,0
101859,45,3458.76,6.5,1000,1,nao,veiculo,4200.0,48,0
101860,23,5296.9,7.0,511,0,nao,veiculo,7800.0,60,0
101861,48,2215.34,0.7,755,2,sim,veiculo,17500.0,36,0
101862,27,1792.54,1.1,683,1,nao,educacao,7400.0,24,0
101863,57,2359.24,13.8,632,3,sim,educacao,2500.0,36,0
101864,52,3399.0,0.1,664,1,sim,veiculo,14400.0,36,0
101865,43,1958.83,1.2,574,2,sim,reforma,2600.0,12,0
101866,42,3707.62,,696,1,sim,veiculo,28300.0,36,0
101867,37,,5.1,681,1,sim,reforma,20000.0,36,0
101868,48,2634.25,0.7,988,1,sim,pessoal,32500.0,24,0
101869,36,5750.05,0.4,779,3,nao,pessoal,16800.0,24,1
101870,43,3726.05,,707,1,nao,pessoal,6300.0,48,0
101871,50,7434.4,1.9,715,0,sim,veiculo,18800.0,12,0
101872,33,3081.09,10.9,879,1,sim,pessoal,7900.0,24,0
101873,33,3384.66,6.2,514,1,nao,veiculo,14900.0,48,0
101874,26,2301.17,4.9,616,1,sim,negocio,2700.0,24,0
101875,27,3165.71,0.3,392,0,nao,pessoal,11000.0,12,1
101876,18,4142.7,2.0,713,2,nao,veiculo,7900.0,60,0
101877,49,3271.47,6.7,750,2,sim,pessoal,8400.0,36,0
101878,62,5511.23,9.8,511,0,sim,veiculo,44200.0,24,0
101879,57,2650.24,5.7,827,2,sim,pessoal,16900.0,24,0
101880,20,4378.28,,547,0,nao,negocio,23700.0,12,0
101881,49,2981.8,14.4,595,0,sim,pessoal,15300.0,48,0
101882,57,6619.93,0.3,656,3,sim,negocio,19800.0,24,0
101883,35,3633.85,6.2,847,2,nao,pessoal,12400.0,24,0
101884,41,8693.17,5.4,528,1,sim,educacao,11800.0,60,1
101885,18,1484.21,2.0,678,0,nao,pessoal,2500.0,48,0
101886,43,,3.0,741,2,nao,pessoal,6500.0,60,0
101887,27,2264.45,3.8,714,0,nao,negocio,4000.0,48,0
101888,42,1778.14,3.1,719,2,sim,pessoal,9400.0,60,1
101889,21,1412.0,2.3,739,2,nao,veiculo,4800.0,24,1
101890,47,5655.55,3.4,568,1,sim,reforma,16600.0,24,0
101891,52,4134.49,10.9,859,1,sim,veiculo,10100.0,12,0
101892,31,2570.09,3.0,626,2,nao,pessoal,11800.0,12,1
101893,26,2534.81,,608,2,sim,negocio,13300.0,60,1
101894,18,2016.05,2.0,815,2,nao,reforma,4200.0,36,0
101895,37,8918.08,0.1,558,2,nao,negocio,22800.0,12,0
101896,33,2288.81,,682,1,nao,educacao,7200.0,12,0
101897,21,1414.06,0.7,546,2,nao,educacao,6000.0,48,0
101898,45,6095.1,2.6,968,1,nao,veiculo,25700.0,24,0
101899,35,3120.8,0.5,940,2,nao,pessoal,10300.0,48,0
101900,27,9753.03,5.7,626,2,nao,negocio,52200.0,60,1
101901,33,,5.7,708,2,sim,educacao,8300.0,48,0
101902,53,6599.23,3.0,641,1,nao,reforma,10000.0,24,0
101903,47,7286.28,0.2,595,1,sim,negocio,56900.0,36,1
101904,38,2732.59,10.2,656,1,sim,pessoal,17200.0,36,0
101905,47,2670.27,7.4,635,0,sim,pessoal,4100.0,60,0
101906,26,4714.77,2.7,442,2,nao,pessoal,18400.0,24,1
101907,40,5108.92,15.0,674,0,nao,reforma,39000.0,48,0
101908,42,1752.89,0.2,635,1,nao,veiculo,5100.0,36,1
101909,34,1866.55,2.7,681,2,nao,pessoal,10400.0,36,0
101910,45,1412.0,2.4,630,0,nao,veiculo,9600.0,24,0
101911,31,,0.0,593,1,nao,pessoal,19100.0,12,0
101912,46,3442.75,4.6,754,0,nao,veiculo,43600.0,60,0
101913,47,3675.18,6.6,709,2,nao,pessoal,19000.0,12,0
101914,18,1412.0,2.0,821,0,nao,pessoal,5300.0,24,0
101915,54,2265.3,8.6,704,1,sim,veiculo,7200.0,36,0
101916,18,,2.0,614,1,nao,pessoal,7300.0,24,0
101917,33,2369.74,1.3,720,1,nao,veiculo,5900.0,48,0
101918,52,4421.47,0.6,383,1,sim,veiculo,7900.0,24,0
101919,36,4901.51,9.9,913,2,nao,negocio,10000.0,36,0
101920,22,10341.61,6.0,676,1,nao,pessoal,33200.0,12,0
101921,27,3143.2,8.4,924,1,nao,pessoal,17800.0,36,0
101922,52,,16.3,527,4,sim,educacao,32600.0,36,1
101923,18,1773.82,2.0,495,0,nao,pessoal,6900.0,60,1
101924,54,1649.45,10.1,688,0,nao,veiculo,20600.0,24,0
101925,39,3033.42,8.6,687,1,sim,educacao,29100.0,24,0
101926,26,1412.0,10.0,684,2,nao,pessoal,2900.0,24,0
101927,33,3457.79,4.4,664,0,nao,negocio,18500.0,24,0
101928,28,2096.21,2.0,558,1,nao,veiculo,3600.0,24,0
101929,50,1414.55,2.0,447,1,sim,educacao,5800.0,60,0
101930,49,10657.76,8.9,677,2,nao,negocio,16400.0,24,0
101931,19,2114.56,3.0,473,0,nao,negocio,5100.0,24,1
101932,35,1427.7,3.0,461,1,sim,pessoal,7300.0,60,0
101933,30,5414.76,1.4,591,4,nao,veiculo,14400.0,48,1
101934,56,2775.76,13.6,696,2,sim,veiculo,5100.0,24,0
101935,24,5558.83,8.0,898,2,nao,veiculo,12900.0,48,0
101936,59,,3.4,767,1,sim,educacao,5500.0,36,0
101937,40,2765.73,2.9,826,1,sim,veiculo,12400.0,60,0
101938,26,3790.91,3.9,725,1,sim,veiculo,27300.0,12,0
101939,32,4695.06,0.5,688,4,nao,reforma,14600.0,36,0
101940,30,5041.99,9.1,966,1,sim,pessoal,32700.0,48,0
101941,25,2945.0,1.6,468,2,sim,reforma,7300.0,60,0
101942,41,5036.71,7.9,586,0,nao,pessoal,16600.0,36,0
101943,25,4662.54,3.4,596,1,nao,reforma,47600.0,12,1
101944,18,3126.56,2.0,756,1,nao,pessoal,9800.0,60,0
101945,35,3248.82,2.6,513,0,sim,educacao,21600.0,36,0
101946,18,1412.0,2.0,739,2,nao,pessoal,3200.0,36,0
101947,31,4652.07,6.5,715,0,nao,reforma,16100.0,24,0
101948,29,3338.55,0.6,746,0,nao,veiculo,7000.0,60,0
101949,30,2631.74,6.4,743,2,nao,veiculo,9600.0,36,0
101950,64,8368.15,0.7,840,1,sim,reforma,33800.0,60,0
101951,41,,3.4,634,0,nao,educacao,9500.0,36,0
101952,43,9509.52,7.9,709,0,nao,pessoal,23500.0,24,0
101953,19,2807.4,3.0,544,1,nao,reforma,8900.0,48,0
101954,32,4034.47,3.8,515,1,nao,veiculo,28800.0,12,1
